word,status,calification,definition,word_length,language
COÑA,true,"""nombre femenino""","""Guasa burla disimulada burla guasa cachondeo choteo chunga""",4,esp
SOPIÉ,true,"""nombre masculino""","""somonte""",5,esp
SOPÓN,true,"""nombre masculino coloquial""","""sopista.""",5,esp
SORBA,true,"""nombre femenino desusado""","""serba.""",5,esp
SÓROR,true,"""nombre femenino""","""sor1 hermana religiosa monja madre""",5,esp
BOTAR,true,"""verbo transitivo""","""Arrojar tirar echar fuera a alguien o algo lanzar arrojar tirar echar despedir impulsar expulsar""",5,esp
GUBIA,true,"""nombre femenino""","""Formón de mediacaña delgado que usan los carpinteros y otros artífices para labrar superficies curvas formón""",5,esp
SUFÍ,true,"""adjetivo""","""Que profesa el sufismo""",4,esp
SUFRA,true,"""nombre femenino""","""Correón que sostiene las varas apoyado en el sillín de la caballería de tiro zafra2 azofra2 zofra2 cejadero zambarco sajador francalete""",5,esp
CUITA,true,"""nombre femenino""","""Trabajo aflicción desventura pena1 tristeza congoja aflicción angustia preocupación inquietud zozobra pesadumbre desventura desgracia infortunio alegría gozo""",5,esp
LUMIA,true,"""nombre femenino poco usado""","""prostituta""",5,esp
RUMIAR,true,"""verbo transitivo""","""Masticar por segunda vez volviéndolo a la boca el alimento que ya estuvo en el depósito que a este efecto tienen algunos animales masticar mascar mordisquear""",6,esp
SUPLIR,true,"""verbo transitivo""","""Cumplir o integrar lo que falta en algo o remediar la carencia de""",6,esp
SUPONER,true,"""verbo transitivo""","""Considerar como cierto o real algo a partir de los indicios que se tienen La vi con paraguas y supuse que llovía conjeturar sospechar creer figurar poner imaginar pensar considerar cachar3""",7,esp
SURDIR,true,"""verbo intransitivo""","""Dicho de una embarcación Adrizarse después de haberse ido a la banda por algún golpe de mar que le hizo beber agua por la borda""",6,esp
SURGIR,true,"""verbo intransitivo""","""Dicho del agua Surtir brotar hacia arriba brotar manar salir""",6,esp
SURTIR,true,"""verbo transitivo""","""Proveer a alguien de algo abastecer suministrar proveer aprovisionar equipar premunir dotar""",6,esp
BUS,true,"""nombre masculino coloquial""","""autobús autocar ómnibus camioneta colectivo camión guagua1 góndola""",3,esp
SUTÁS,true,"""nombre masculino""","""Cordoncillo usado para adorno con una hendidura en medio que le da apariencia de dos cordones unidos""",5,esp
SUZÓN,true,"""nombre masculino""","""zuzón""",5,esp
TABÓN,true,"""nombre masculino""","""masa de tierra compacta terrón terruño tormo""",5,esp
TABA,true,"""nombre femenino""","""hueso del tarso astrágalo chita1 taquín""",4,esp
TÁCET,true,"""nombre masculino""","""Prolongado silencio que ha de guardar un ejecutante durante un fragmento de pieza musical""",5,esp
TACÓN,true,"""nombre masculino""","""Pieza de mayor o menor altura unida a la suela del calzado en la parte que corresponde al calcañar taco""",5,esp
TAFÓN,true,"""nombre masculino""","""Molusco marino gasterópodo de concha estriada transversalmente espira corta y boca casi redonda que se prolonga con una fosa o canal estrecha honda y algo encorvada""",5,esp
TAHÚR,true,"""adjetivo""","""que se entrega compulsivamente a juegos de azar jugador ludópata""",5,esp
TAÍNO,true,"""adjetivo""","""Dicho de una persona De un pueblo amerindio del gran grupo lingüístico arahuaco que estaba establecido en y también en y cuando se produjo el descubrimiento de""",5,esp
TAJÍN,true,"""nombre masculino""","""tayín""",5,esp
TAJÓN,true,"""nombre masculino""","""pedazo de madera para partir la carne tajo tajadera tajadero tajador picador""",5,esp
TAJA,true,"""nombre femenino""","""Armazón de palos que se pone sobre el baste para llevar sujetas las cargas""",4,esp
TÁLEA,true,"""nombre femenino""","""Estacada o empalizada con que los romanos protegían sus campamentos""",5,esp
TALÍN,true,"""nombre masculino""","""tarín2""",5,esp
TALÓN,true,"""nombre masculino""","""Parte posterior del pie humano calcañar calcañal garrón zancajo""",5,esp
TANGA,true,"""nombre femenino""","""juego que consiste en arrojar tejos contra un cilindro de madera chito1 tángana tángano tango1 tarusa""",5,esp
TAÑER,true,"""verbo transitivo""","""Tocar un instrumento musical de percusión o de cuerda en especial una campana tocar1 sonar1 pulsar1 puntear rasguear repicar""",5,esp
TAPÍN,true,"""nombre masculino""","""Tapa metálica que cerraba la boquilla del chifle o cuerno de pólvora con que se cebaba el cañón de los fusiles""",5,esp
TAPÓN,true,"""nombre masculino""","""Pieza con que se tapan las vasijas introduciéndola en el orificio por donde sale el líquido tapa1 corcho""",5,esp
TARÍN,true,"""nombre masculino""","""Realillo de plata de ocho cuartos y medio""",5,esp
BEFAR,true,"""verbo transitivo""","""Hacer mofa de alguien mofarse escarnecer guasearse pitorrearse rechiflarse burlarse cachondearse chunguearse""",5,esp
TEGÜE,true,"""nombre masculino""","""Planta tuberosa de jugo lechoso""",5,esp
TEHÚL,true,"""nombre masculino""","""Entre los indígenas de habla náhuatl en el siglo conquistador español""",5,esp
TEÍNA,true,"""nombre femenino""","""Principio activo del té análogo a la cafeína contenida en el café""",5,esp
TEJER,true,"""verbo transitivo""","""Formar en el telar la tela con la trama y la urdimbre urdir destejer""",5,esp
TEDIO,true,"""nombre masculino""","""Aburrimiento extremo o estado de ánimo del que soporta algo o a alguien que no le interesa aburrimiento hastío fastidio apatía obstinación diversión""",5,esp
TEJÓN,true,"""nombre masculino y femenino""","""Mamífero carnívoro de unos de longitud con patas cortas hocico alargado pelaje largo y espeso y cabeza blanca con franjas longitudinales blancas y negras que vive en madrigueras profundas y se alimenta de frutos y animales pequeños tasugo tajugo melandro""",5,esp
TÉLEX,true,"""nombre masculino""","""Sistema telegráfico de comunicación que se sirve de un transmisor semejante a una máquina de escribir y de un receptor que imprime el mensaje recibido""",5,esp
TELÓN,true,"""nombre masculino""","""Lienzo grande que se pone en el escenario de un teatro de modo que pueda bajarse y subirse cortinaje cortina""",5,esp
TEMER,true,"""verbo transitivo""","""Tener a alguien o algo por objeto de temor""",5,esp
BEN,true,"""nombre masculino""","""Árbol de la familia de las moringáceas que crece en países intertropicales con tronco recto de mediana altura y flores blancas y cuyo fruto del tamaño de la avellana da por presión un aceite que no se enrancia y que se emplea en relojería y perfumería narango""",3,esp
TENÍO,true,"""nombre masculino""","""Árbol de la familia de las saxifragáceas cuya corteza es medicinal""",5,esp
TENIA,true,"""nombre femenino""","""Gusano platelminto del orden de los cestodos de forma de cinta y de color blanco que consta de innumerables anillos cuya anchura aumenta gradualmente y puede alcanzar varios metros de longitud En el estado adulto vive parásito en el intestino de otro animal al cual se fija mediante ventosas o ganchos que tiene en su parte anterior Por lo común la larva o cisticerco se enquista en los músculos del cerdo o de la vaca de donde pasa al ser humano u otro mamífero cuando ingiere la carne cruda de aquellos animales solitaria""",5,esp
TENIS,true,"""nombre masculino""","""Juego entre dos personas o dos parejas en que los jugadores a ambos lados de la red se lanzan con raquetas una pelota con el propósito de que la otra parte no acierte a devolverla""",5,esp
TEMU,true,"""nombre masculino""","""Árbol de la familia de las mirtáceas de madera muy dura y semillas amargas semejantes al café""",4,esp
TESÓN,true,"""nombre masculino""","""Decisión y perseverancia que se ponen en la ejecución de algo constancia perseverancia tenacidad empeño persistencia insistencia firmeza inconstancia""",5,esp
TETÓN,true,"""adjetivo coloquial""","""Que tiene las tetas grandes a mujer tetudo pechugón""",5,esp
TÍBAR,true,"""adjetivo desusado""","""De oro puro""",5,esp
TIFÓN,true,"""nombre masculino""","""Huracán en el mar de la huracán ciclón tornado torbellino""",5,esp
TIGÜE,true,"""adjetivo""","""Dicho de un joven De raza negra""",5,esp
TILÍA,null,null,null,null,null
HUTU,true,"""adjetivo""","""Dicho de una persona De un pueblo africano que constituye la mayoría de la población de y""",4,esp
UBÍ,true,"""nombre masculino""","""Planta de la familia de las vitáceas especie de bejuco que se utiliza para hacer canastas""",3,esp
ÚJULE,true,"""interjección""","""para denotar admiración o sorpresa""",5,esp
UNIR,true,"""verbo transitivo""","""Hacer que una cosa esté al lado de otra o en contacto con ella formando un todo juntar unificar reunir aunar fusionar cohesionar agregar adicionar amontonar incorporar combinar desunir separar distanciar disociar""",4,esp
UNCIA,true,"""nombre femenino""","""Moneda romana de cobre que pesaba y valía la duodécima parte del as""",5,esp
UNGIR,true,"""verbo transitivo""","""Aplicar a alguien o algo aceite u otra materia pingüe extendiéndola superficialmente untar aceitar""",5,esp
UNCIR,true,"""verbo transitivo""","""Atar o sujetar al yugo bueyes mulas u otras bestias enyugar acoyundar uñir desuncir""",5,esp
ÚNICO,true,"""adjetivo""","""Solo y sin otro de su especie solo1 singular señero2 exclusivo""",5,esp
UNIÓN,true,"""nombre femenino""","""Acción y efecto de unir o unirse vínculo trabazón junta nexo asociación sociedad liga1 alianza coalición confederación sindicato hermanamiento adherencia soldadura empalme articulación acoplamiento desunión separación disgregación disociación""",5,esp
UÑIR,true,"""verbo transitivo""","""uncir""",4,esp
USAR,true,"""verbo transitivo""","""Hacer servir una cosa para algo utilizar emplear consumir disponer manejar explotar1 servirse valer1 recurrir""",4,esp
USÍA,true,"""nombre masculino y femenino""","""Vuestra señoría señoría""",4,esp
ÚTERO,true,"""nombre masculino""","""Órgano muscular hueco de las hembras de los mamíferos situado en el interior de la pelvis donde se produce la hemorragia menstrual y se desarrolla el feto hasta el parto matriz seno""",5,esp
UREA,true,"""nombre femenino""","""Producto nitrogenado que constituye la mayor parte de la materia orgánica contenida en la orina de los vertebrados terrestres""",4,esp
ÚVULA,true,"""nombre femenino""","""Parte media del velo palatino de forma cónica y textura membranosa y muscular la cual divide el borde libre del velo en dos mitades a modo de arcos campanilla""",5,esp
VACIAR,true,"""verbo transitivo""","""Dejar vacío algo Vaciar una botella Vaciar el bolsillo desocupar descargar deshabitar despejar llenar""",6,esp
GAFEAR,true,"""verbo intransitivo""","""Dicho particularmente de una bestia andar como renca cojear renquear renguear""",6,esp
VAGÓN,true,"""nombre masculino""","""En los ferrocarriles vehículo de viajeros o de mercancías y equipajes furgón coche1 vagoneta""",5,esp
VALER,true,"""verbo transitivo""","""Amparar proteger patrocinar amparar auxiliar2 socorrer apoyar2 patrocinar ayudar acuerpar bancar""",5,esp
GALIO,true,"""nombre masculino""","""Hierba de la familia de las rubiáceas con tallos erguidos de a delgados nudosos y ramosos hojas lineales surcadas casi filiformes y puntiagudas flores amarillas en panojas terminales muy apretadas fruto en drupa con dos semillas en forma de riñón y que se ha usado en medicina y sirve en la fabricación de quesos para cuajar la leche""",5,esp
VALÓN,true,"""adjetivo""","""Natural del territorio belga que ocupa aproximadamente la parte meridional de este país de""",5,esp
VACUO,true,"""adjetivo""","""Vacío falto de contenido vacío vano1 hueco superficial insustancial huero1 profundo trascendente""",5,esp
VALLE,true,"""nombre masculino""","""Llanura entre montes o alturas val vaguada hondonada garganta hoz2 quebrada hocino2""",5,esp
VARIAR,true,"""verbo transitivo""","""Hacer que una cosa sea diferente en algo de lo que antes era modificar cambiar transformar alterar mudar2 reformar renovar mantener conservar""",6,esp
VARÓN,true,"""nombre masculino""","""Persona del sexo masculino hombre macho1 caballero señor""",5,esp
VÁTER,true,"""nombre masculino""","""inodoro retrete urinario evacuatorio letrina""",5,esp
VER,true,"""verbo transitivo""","""Percibir con los ojos algo mediante la acción de la luz mirar observar avistar divisar contemplar ojear1 percibir vigilar distinguir vislumbrar otear espiar1 descubrir acechar""",3,esp
VEDAR,true,"""verbo transitivo""","""Prohibir por ley estatuto o mandato prohibir interdecir vetar permitir autorizar""",5,esp
VELÍS,true,"""nombre masculino""","""Maleta de mano veliz""",5,esp
VELÓN,true,"""nombre masculino""","""Cirio o vela grande cirio vela1 veladora""",5,esp
VENCER,true,"""verbo transitivo""","""Sujetar derrotar o rendir al enemigo derrotar batir dominar someter ganar derrocar conquistar invadir reducir aplastar subyugar aniquilar perder""",6,esp
VENDER,true,"""verbo transitivo""","""Traspasar a alguien por el precio convenido la propiedad de lo que se posee despachar liquidar exportar subastar enajenar saldar expender traspasar comprar adquirir""",6,esp
PENI,true,"""nombre femenino coloquial""","""lugar de reclusión de presos cárcel prisión presidio cana3 buchaca chucho3 chincha chironda""",4,esp
VERGÉ,null,null,null,null,null
FERIA,true,"""nombre femenino""","""Mercado de mayor importancia que el común en paraje público y días señalados mercado mercadillo ferial bazar zoco2""",5,esp
VERMÚ,true,"""nombre masculino""","""Licor compuesto de vino ajenjo y otras sustancias amargas y tónicas que se toma como aperitivo vermut martini""",5,esp
VESTE,true,"""nombre femenino""","""vestido ropa traje vestimenta indumentaria prenda vestidura vestuario atuendo atavío ropaje sayo ajuar""",5,esp
VETÓN,true,"""adjetivo""","""Dicho de una persona De un pueblo prerromano de la antigua que habitaba parte de las actuales provincias de y""",5,esp
BICOS,true,"""nombre masculino""","""Ciertas puntillas de oro que se ponían en los birretes de terciopelo con que antiguamente se cubría la cabeza""",5,esp
VIDÓN,true,"""nombre masculino coloquial""","""vidorra vidorria vidurria""",5,esp
VIGÍA,true,"""nombre femenino""","""torre para registrar el campo o el mar atalaya torreón""",5,esp
VIGIAR,true,"""verbo transitivo""","""acechar espiar1 vigilar acechar observar""",6,esp
VÍREO,true,"""nombre masculino""","""oropéndola oriol becafigo lútea papafigo virio muchilero""",5,esp
VIRÓN,true,"""nombre masculino""","""Madero en rollo de castaño de seis varas y media de longitud y con un diámetro de seis a siete pulgadas""",5,esp
VISÓN,true,"""nombre masculino""","""Mamífero carnívoro originario del norte de semejante a la nutria de cuerpo alargado patas cortas y color pardo oscuro que es apreciado por su piel""",5,esp
VÍTOR,true,"""nombre masculino""","""Viva aplauso aclamación vivir1 aplauso ovación""",5,esp
VICIA,true,"""nombre femenino""","""planta algarroba algarrobilla alverja arvejera yero arveja veza""",5,esp
VICIAR,true,"""verbo transitivo""","""Dañar o corromper física o moralmente dañar corromper estragar pervertir depravar perder envilecer regenerar""",6,esp
KIVI,true,"""nombre masculino""","""kiwi""",4,esp
VIVÓN,true,"""adjetivo""","""Dicho de una persona lista vivo buzo2""",5,esp
VOACÉ,true,"""pronombre personal tercera persona masculino y femenino""","""usted.""",5,esp
MODUS,true,"""nombre masculino""","""modalidad modo""",5,esp
BOLA,true,"""nombre femenino""","""Cuerpo esférico de cualquier materia esfera pelota1 balón esférico""",4,esp
POLCA,true,"""nombre femenino""","""Danza de origen polaco de movimiento rápido y en compás de dos por cuatro""",5,esp
HOLCO,true,"""nombre masculino""","""heno blanco.""",5,esp
VOLÓN,true,"""nombre masculino""","""impulso que se da con fuerza empujón envite aventón""",5,esp
VOLVER,true,"""verbo transitivo""","""Dar vuelta o vueltas a algo retroceder recular recudir remover revolver""",6,esp
VÓMER,true,"""nombre masculino""","""Hueso impar que forma la parte posterior de la pared o tabique de las fosas nasales""",5,esp
PUDÚ,true,"""nombre masculino""","""Cérvido pequeño de aproximadamente de altura cuernos chicos sencillos y rectos que habita en los bosques de los""",4,esp
XENÓN,true,"""nombre masculino""","""Elemento químico de perteneciente al grupo de los gases nobles presente en el aire en muy pequeña cantidad denso incoloro y no del todo inerte usado en lámparas y tubos electrónicos""",5,esp
YACÓN,true,"""nombre masculino""","""aricoma""",5,esp
YAITÍ,true,"""nombre masculino""","""Árbol de la familia de las euforbiáceas con hojas lanceoladas flores pequeñas y amarillas y cuya madera que es muy dura se usa para vigas y horcones""",5,esp
YAPA,true,"""nombre femenino""","""Azogue que en las minas argentíferas de se añade al mineral para facilitar el término de su trabajo en el buitrón""",4,esp
YAQUÉ,true,"""nombre masculino""","""chaqué sacolevita""",5,esp
YATAY,true,"""nombre masculino""","""Planta de la familia de las palmas cuyo estípite alcanza de ocho a diez metros de altura y las hojas de dos y medio a tres metros de longitud Estas son pinnadas curvas y rígidas con folíolos ensiformes y el raquis bordeado de espinas punzantes Da frutos del tamaño de una aceituna de los que se obtiene aguardiente Las yemas terminales son comestibles y se las utiliza como alimento para el ganado Con los estípites se hacen postes telegráficos y con las fibras de las hojas se tejen sombreros""",5,esp
YESÓN,true,"""nombre masculino""","""Cascote de yeso utilizado generalmente en la construcción de tabicones aljezón zaborro""",5,esp
BEY,true,"""nombre masculino""","""En el imperio turco gobernador de una ciudad distrito o región""",3,esp
ZAFÓN,true,"""nombre masculino""","""Dislocación de un hueso""",5,esp
ZAHÉN,true,"""adjetivo""","""Dicho de una dobla Usada por los moros españoles y que era de oro finísimo y valió dos ducados primeramente y maravedís en tiempo de los""",5,esp
ZAHÓN,true,"""nombre masculino""","""Especie de mandil principalmente de cuero atado a la cintura con perneras abiertas por detrás que se atan a la pierna usado por cazadores vaqueros y gente de campo para resguardar el traje delanteras chaparreras zamarros""",5,esp
ZAJÓN,true,"""nombre masculino""","""zahón.""",5,esp
BALA,true,"""nombre femenino""","""Proyectil de forma esférica o cilíndrico ojival generalmente de plomo o hierro proyectil balín perdigón1 posta chumbo2""",4,esp
ZEGRÍ,true,"""nombre masculino y femenino""","""Miembro de una familia del reino musulmán de rival de la de los abencerrajes""",5,esp
ZEÍNA,true,"""nombre femenino""","""Proteína del maíz""",5,esp
ZÉJEL,true,"""nombre masculino""","""Composición estrófica de la métrica española de origen árabe que se compone de una estrofa inicial temática o estribillo y de un número variable de estrofas compuestas de tres versos monorrimos seguidos de otro verso de rima constante igual a la del estribillo""",5,esp
ZULO,true,"""nombre masculino""","""Lugar oculto y cerrado dispuesto para esconder ilegalmente cosas o personas secuestradas escondrijo escondite""",4,esp
