word,status,qualification,definition,length,language,,
CHERO,true,nombre masculino y femenino,"""1. y Amigo compañero camarada""",5,esp,,
CHESA,true,adjetivo,"""1. Natural de valle de la provincia de en""",5,esp,,
CHESO,true,adjetivo,"""1. Natural de valle de la provincia de en""",5,esp,,
CHETA,true,adjetivo,"""1. Dicho de una cosa Que es distinguida o selecta distinguido distinguido""",5,esp,,
CHETO,true,Adjetivo,"""Dicho de una persona, que ostentosamente pertenece o simula pertenecer a una clase social pudiente""",5,esp,,
CHIAD,true,verbo intransitivo poco usado,"""1.""",5,esp,,
CHIAN,null,N/A,"""N/A""",5,esp,,
CHIAR,true,verbo intransitivo poco usado,"""1.""",5,esp,,
CHIAS,true,verbo intransitivo poco usado,"""1.""",5,esp,,
CHICA,true,Sustantivo femenino,"""Una mujer joven, generalmente adolescente.""",5,esp,,
CHICO,true,Sustantivo masculino,"""Menor de edad.""",5,esp,,
CHICS,true,adjetivo,"""1. Elegante distinguido a la moda elegante elegante distinguido distinguido vulgar1 vulgar1 demodé demodé""",5,esp,,
CHIDA,true,adjetivo coloquial,"""1. lindo bonito2 bonito2 bello bello hermoso hermoso lindo lindo""",5,esp,,
CHIDO,true,Adjetivo,"""Útil, gustoso o agradable en su género de cosas, estupendo.""",5,esp,,
CHIEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de chiar.""",5,esp,,
CHIES,true,verbo intransitivo poco usado,"""1.""",5,esp,,
CHIFA,true,nombre masculino,"""1. Restaurante de comida china""",5,esp,,
CHIIS,null,N/A,"""N/A""",5,esp,,
CHILE,true,nombre masculino,"""1. y planta pimiento pimiento ají ají locote locote""",5,esp,,
CHIMA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de chimar.""",5,esp,,
CHIME,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de chimar.""",5,esp,,
CHIMO,true,verbo intransitivo,"""1. y Dicho generalmente del calzado Rozar producir roces en la piel""",5,esp,,
CHIMU,null,N/A,"""N/A""",5,esp,,
CHINA,true,Sustantivo femenino,"""Material de alfarería muy fino, duro y translúcido, elaborado originalmente en China""",5,esp,,
CHINE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de chinar.""",5,esp,,
CHINO,true,Adjetivo,"""Originario, relativo a, o propio de la China.""",5,esp,,
CHIPA,true,Sustantivo femenino,"""Red o cesta para llevar apiñadas frutas y legumbres.""",5,esp,,
CHIPE,true,Adjetivo,"""Que se queja o gime por naderías.""",5,esp,,
CHIPS,true,nombre masculino,"""1. Pequeña pieza de material semiconductor que contiene múltiples circuitos integrados con los que se realizan numerosas funciones en computadoras y dispositivos electrónicos microchip microchip""",5,esp,,
CHIRA,true,nombre femenino,"""1. pedazo desgarrado del vestido jirón jirón harapo harapo andrajo andrajo guiñapo guiñapo pingajo pingajo""",5,esp,,
CHIRI,true,nombre masculino,"""1. militar2 militar2 militronche militronche milico milico chafarote chafarote cachuchudo cachuchudo chafa chafa cuilío cuilío gorila gorila cachaco cachaco""",5,esp,,
CHISA,true,nombre femenino,"""1. Larva de un género de escarabajos chiza chiza""",5,esp,,
CHIST,true,interjección,"""1.""",5,esp,,
CHITA,true,Sustantivo femenino,"""Juego consistente en derribar un hueso (chita) arrojándole tejos o piedras.""",5,esp,,
CHITE,true,nombre masculino,"""1. Arbusto de cuya madera se obtiene carboncillo para dibujar""",5,esp,,
CHITO,true,nombre masculino,"""1. Pieza de madera o de otra cosa sobre la que se pone el dinero en el juego del chito. chita1 chita1 tanga1 tanga1 mojón1 mojón1""",5,esp,,
CHIVA,true,Sustantivo femenino,"""Mamíferos: (Capra hircus) Mamífero doméstico de la subfamilia Caprinae, de aproximadamente un metro de altura, muy ágil para moverse entre riscos, con pelaje y cola cortos, cuernos hacia atrás y un mechón que le cuelga de la barbilla.""",5,esp,,
CHIVE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de chivar.""",5,esp,,
CHIVO,true,Sustantivo masculino,"""Mamíferos: Cría macho de la cabra, desde que deja de mamar hasta que se hace adulta""",5,esp,,
CHIZA,true,nombre femenino,"""1. chisa chisa""",5,esp,,
CHOBA,true,nombre femenino coloquial,"""1. mentira mentira mentira embuste embuste engaño engaño patraña patraña bola bola bolada bolada""",5,esp,,
CHOCA,true,nombre femenino,"""1. Cebadura que se daba al azor dejándole pasar la noche con la perdiz cobrada""",5,esp,,
CHOCO,true,Adjetivo,"""Que le falta una pierna, un ojo, brazo u oreja.""",5,esp,,
CHOFE,true,nombre masculino,"""1. bofe bofe""",5,esp,,
CHOLA,true,Sustantivo femenino,"""Calzado formado por una suela que se ata al pie con correas, cuerdas o cordones.""",5,esp,,
CHOLO,true,Adjetivo,"""De ascendencia amerindia o mestizo de la misma y blanco.""",5,esp,,
CHONA,true,adjetivo,"""1. Dicho de una persona De un pueblo amerindio extinguido de la zona austral de""",5,esp,,
CHONO,true,Adjetivo,"""Persona perteneciente a uno o más pueblos amerindio nómades que habitaban las islas y canales del extremo sur de Chile, entre Chiloé y el Golfo de Penas. Desaparecieron a fines del siglo XVIII por la aculturación y la mezcla con la población chilota.""",5,esp,,
CHOPA,true,nombre femenino,"""1. Pez teleósteo marino del suborden de los acantopterigios semejante a la dorada de unos de largo y de color gris metálico con numerosas manchas oscuras longitudinales""",5,esp,,
CHOPE,true,nombre masculino,"""1. Palo con un extremo plano para sacar de la tierra los bulbos o las raíces y para otros usos del campo""",5,esp,,
CHOPO,true,Sustantivo masculino,"""Árboles: Nombre dado a varias especies de árboles de la familia de las salicáceas, llamados también álamos.""",5,esp,,
CHORA,true,Sustantivo femenino,"""Nombre dado a ciertos moluscos bivalvos comestibles de la familia de los mitílidos. Tienen una concha de color oscuro con estrías de crecimiento poco notorias y su carne es de tonos amarillos o anaranjados. Se adhieren al sustrado secretando un pegamento y se alimentan por filtración.""",5,esp,,
CHORE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de chorar.""",5,esp,,
CHORI,true,nombre masculino y femenino,"""1. Ratero ladronzuelo ladrón ladrón ladronzuelo ladronzuelo ratero ratero chorizo2 chorizo2 choro1 choro1 chorro2 chorro2""",5,esp,,
CHORO,true,Sustantivo masculino,"""Moluscos, Alimentos: Nombre dado a ciertos moluscos bivalvos comestibles de la familia de los mitílidos (orden Mytiloida). Tienen una concha de color oscuro con estrías de crecimiento poco notorias y su carne es de tonos amarillos o anaranjados. Se adhieren al sustrado secretando un pegamento y se alimentan por filtración.""",5,esp,,
CHOTA,true,Sustantivo femenino,"""Mamíferos: Cría hembra de la cabra.""",5,esp,,
CHOTE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de chotar.""",5,esp,,
CHOTO,true,Sustantivo masculino,"""Órgano que presenta el macho de los mamíferos, de forma eréctil, en el que desembocan los conductos del tracto génitourinario. En algunos animales se retrae en la ingle, y sólo se extiende durante la excreción y la cópula; en el ser humano no es retráctil. Está compuesto en su mayor parte por tejidos esponjosos, llamados cuerpos cavernosos, que al saturarse de sangre producen la erección.""",5,esp,,
CHOVA,true,nombre femenino,"""1. Ave de la familia de los córvidos de plumaje negro lustroso y patas rojas de la que existen varias especies""",5,esp,,
CHOYA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de choyar.""",5,esp,,
CHOYE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de choyar.""",5,esp,,
CHOYO,true,verbo transitivo,"""1. raer raer raer rozar rozar chollar chollar""",5,esp,,
CHOZA,true,nombre femenino,"""1. construcción rústica cabaña cabaña chabola chabola chozo chozo chamizo chamizo barraca barraca bohío bohío chinama chinama""",5,esp,,
CHOZO,true,nombre masculino,"""1. Choza pequeña choza choza cabaña cabaña chabola chabola chamizo chamizo barraca barraca bohío bohío chinama chinama""",5,esp,,
CHUAS,null,N/A,"""N/A""",5,esp,,
CHUCA,true,Sustantivo femenino,"""Costra de tierra que cubre el salitre.""",5,esp,,
CHUCE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de chuzar.""",5,esp,,
CHUCO,true,adjetivo,"""1.""",5,esp,,
CHUFA,true,Sustantivo femenino,"""Acción o dicho destinada a buscar el ridículo de alguno por diversión o inquina, atacando al adversario""",5,esp,,
CHUFE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de chufar.""",5,esp,,
CHUFO,true,verbo intransitivo,"""1. Hacer escarnio o burla burlarse burlarse mofarse mofarse chotearse chotearse""",5,esp,,
CHULA,true,nombre femenino,"""1. Fruto del planta tuna1 tuna1 pelado1 pelado1""",5,esp,,
CHULE,null,N/A,"""N/A""",5,esp,,
CHULO,true,Sustantivo masculino,"""Persona (normalmente del sexo masculino) que lucra con el ejercicio sexual de terceros.""",5,esp,,
CHUNA,true,nombre femenino,"""1. chuña1 chuña1 sariá sariá""",5,esp,,
CHUÑA,true,nombre femenino,"""1. Ave sudamericana del mismo orden que las grullas con cola larga y plumaje grisáceo con plumas finas dispuestas en abanico en el arranque de su pico y que anida en las ramas bajas de los árboles chuna chuna sariá sariá""",5,esp,,
CHUÑO,true,nombre masculino,"""1. y Fécula de la papa""",5,esp,,
CHUPA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de chupar.""",5,esp,,
CHUPE,true,nombre masculino,"""1. pieza para que chupen los niños chupador chupador chupadero chupadero chupón chupón""",5,esp,,
CHUPO,true,nombre masculino,"""1. y Grano divieso""",5,esp,,
CHURA,true,nombre femenino,"""1. Víscera comestible de los animales especialmente de los vacunos""",5,esp,,
CHURO,true,Sustantivo masculino,"""Moluscos: Molusco gasterópodo provisto de una concha helicoidal.""",5,esp,,
CHURU,null,N/A,"""N/A""",5,esp,,
CHUTA,true,adjetivo,"""1. Dicho de una persona escasa de delicadeza tosco tosco basto2 basto2 burdo burdo rudo rudo cazurro cazurro grosero grosero zafio zafio bayunco2 bayunco2 grencho grencho""",5,esp,,
CHUTE,true,Sustantivo masculino,"""Golpe dado a un objeto con el pie, particularmente el que se le da a una pelota.""",5,esp,,
CHUTO,true,adjetivo,"""1. Dicho de una persona escasa de delicadeza tosco tosco basto2 basto2 burdo burdo rudo rudo cazurro cazurro grosero grosero zafio zafio bayunco2 bayunco2 grencho grencho""",5,esp,,
CHUTS,true,nombre masculino,"""1. En el fútbol y otros juegos acción y efecto de chutar disparo disparo tiro2 tiro2 trallazo trallazo chupinazo chupinazo cañonazo cañonazo chumbazo chumbazo pepinazo pepinazo""",5,esp,,
CHUVA,true,nombre femenino,"""1. Cierta especie de mono propio de la peruana""",5,esp,,
CHUYA,true,adjetivo,"""1. y Dicho especialmente de algún alimento Aguado poco espeso chúa chúa""",5,esp,,
CHUYO,true,adjetivo,"""1. y Dicho especialmente de algún alimento Aguado poco espeso chúa chúa""",5,esp,,
CHUZA,true,nombre femenino,"""1. y Especie de lanza rudimentaria y tosca""",5,esp,,
CHUZO,true,Sustantivo masculino,"""Arma formada por una pieza de metal aguzada puesta en un asta.""",5,esp,,
CIABA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de indicativo de ciar.""",5,esp,,
CIADO,true,verbo intransitivo,"""1. Andar hacia atrás retroceder retroceder retroceder volver volver avanzar avanzar adelantar adelantar""",5,esp,,
CIAIS,true,verbo intransitivo,"""1. Andar hacia atrás retroceder retroceder retroceder volver volver avanzar avanzar adelantar adelantar""",5,esp,,
CIANI,null,N/A,"""N/A""",5,esp,,
CIARA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de subjuntivo de ciar.""",5,esp,,
CIARE,true,Forma verbal,"""Primera persona del singular del futuro de subjuntivo de ciar.""",5,esp,,
CIASE,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de subjuntivo de ciar.""",5,esp,,
CIATO,true,nombre masculino,"""1. Vaso usado por los romanos para trasegar los líquidos""",5,esp,,
CIBAL,true,adjetivo poco usado,"""1. Perteneciente o relativo a la alimentación""",5,esp,,
CIBIS,true,nombre masculino,"""1. Nombre común de una clase de peces marítimos de regular tamaño y comestibles aunque algunas especies suelen producir la ciguatera""",5,esp,,
CICAS,true,nombre femenino,"""1. saco para el dinero""",5,esp,,
CICCA,null,N/A,"""N/A""",5,esp,,
CICLA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ciclar.""",5,esp,,
CICLE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de ciclar.""",5,esp,,
CICLO,true,nombre masculino,"""1. Período de tiempo que acabado se vuelve a contar de nuevo""",5,esp,,
CIDES,true,nombre masculino,"""1. Hombre fuerte y muy valeroso""",5,esp,,
CIDRA,true,Sustantivo masculino,"""Frutas: Fruta del cidro, un arbusto de la familia de las rutáceas, que rara vez se consume fresca, pero cuya piel se emplea en preparaciones de repostería, y como aromatizante por su fuerte contenido en aceites esenciales. Es un hesperidio oblongo o globoso, raramente piriforme, de hasta 30 cm de diámetro, recubierto de una cáscara gruesa, carnosa, pegada al endocarpo, de color amarillo o verdoso, con glándulas oleosas pequeñas y frecuentemente rugosa. Tiene 10 a 15 carpelos, firmes, poco jugosos, dulces o ácidos según la variedad.""",5,esp,,
CIDRO,true,nombre masculino,"""1. Árbol de la familia de las rutáceas con tronco liso y ramoso de unos cinco metros de altura hojas permanentes duras y agudas verdes y lustrosas por encima rojizas por el envés y flores encarnadas olorosas cuyo fruto es la cidra cidral cidral cidrera cidrera toronjo toronjo""",5,esp,,
CIECA,true,nombre femenino,"""1. y acequia acequia regato regato cequia cequia""",5,esp,,
CIEGA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de cegar.""",5,esp,,
CIEGO,true,Adjetivo,"""Que no ve por defecto en los ojos o en el encéfalo.""",5,esp,,
CIEIS,true,verbo intransitivo,"""1. Andar hacia atrás retroceder retroceder retroceder volver volver avanzar avanzar adelantar adelantar""",5,esp,,
CIELO,true,Sustantivo masculino,"""Parte de la atmósfera y del espacio exterior visible desde la superficie de un cuerpo celeste.""",5,esp,,
CIEMO,true,nombre masculino,"""1. Fimo estiércol""",5,esp,,
CIENO,true,Sustantivo masculino,"""Mezcla de tierra y agua, en especial aquella que se produce en un bajío con agua estancada.""",5,esp,,
CIFRA,true,Sustantivo femenino,"""Matemáticas: Dígito numérico""",5,esp,,
CIFRE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de cifrar.""",5,esp,,
CIFRO,true,verbo transitivo,"""1. Transcribir en guarismos letras o símbolos de acuerdo con una clave un mensaje o texto cuyo contenido se quiere proteger encriptar encriptar transcribir transcribir traducir traducir descifrar descifrar""",5,esp,,
CIGUA,true,nombre femenino,"""1. Árbol de las de la familia de las lauráceas con tronco maderable hojas gruesas elípticas pecioladas lampiñas flores verdosas en grupos axilares y bayas ovoides sostenidas por el cáliz de la flor sigua sigua""",5,esp,,
CIJAS,true,nombre femenino,"""1. Cuadra para encerrar el ganado lanar durante el mal tiempo""",5,esp,,
CILIO,true,nombre masculino,"""1. Orgánulo filiforme de algunas células que tiene función locomotora o excretora""",5,esp,,
CILLA,true,Sustantivo femenino,"""Cámara o estancia donde se guardaba el grano (cereales). En los antiguos monasterios solía estar en la panda (galería) oeste del claustro. Era un lugar muy protegido y cuidado por los hermanos legos de la comunidad. No sólo existían en los monasterios, había cillas públicas también.""",5,esp,,
CIMAR,true,Verbo transitivo,"""Recortar por encima (algo).""",5,esp,,
CIMAS,true,nombre femenino,"""1. Punto más alto de los montes cerros y collados cumbre cumbre cúspide cúspide pico1 pico1 pináculo pináculo cresta cresta copete copete vértice vértice remate remate ápice ápice""",5,esp,,
